name,platform,release_era,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
The King of Fighters XIII,X360,post-2010,Fighting,Others,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,Others,T
BeatMania Append GottaMix,PS,pre_2000s,Simulation,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Tak 2: The Staff of Dreams,Others,post-2010,Platform,THQ,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,Others,E
Fracture,X360,post-2010,Shooter,Others,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,Others,T
Ninja Blade,X360,post-2010,Action,Others,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,Others,M
Bookworm,DS,post-2010,Puzzle,Others,0.3,0.01,0.0,0.02,0.33,80.0,5.0,7.699999999999999,8.333333333333334,Others,E
LEGO Batman 2: DC Super Heroes,Others,post-2010,Action,Others,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,Others,E10+
Bee Movie Game,Wii,post-2010,Action,Activision,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,Others,E
Kelly Slater's Pro Surfer,PS2,post-2010,Sports,Activision,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,Others,E
Sniper: Ghost Warrior 2,PS3,post-2010,Shooter,Others,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,Others,M
Shrek SuperSlam,Others,post-2010,Action,Activision,0.24,0.09,0.0,0.01,0.33,58.0,4.0,7.166666666666667,11.666666666666666,Others,E10+
Legends of Wrestling II,PS2,post-2010,Fighting,Others,0.16,0.13,0.0,0.04,0.33,59.0,15.0,6.7,6.0,Others,T
World Stadium 3,PS,pre_2000s,Sports,Namco Bandai Games,0.0,0.0,0.31,0.02,0.33,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
LEGO Pirates of the Caribbean: The Video Game,PSP,post-2010,Action,Others,0.12,0.13,0.0,0.08,0.33,67.0,5.0,6.033333333333334,12.0,Others,E10+
Extra Bases,Others,pre_2000s,Sports,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
Super Power League 2,Others,pre_2000s,Sports,Others,0.0,0.0,0.33,0.0,0.33,85.0,10.333333333333334,7.466666666666666,300.6666666666667,missing,missing
Virtua Tennis 2009,X360,post-2010,Sports,Sega,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,Others,E
Street Fighter Alpha 3 MAX,PSP,post-2010,Fighting,Others,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,Capcom,T
MLB 09: The Show,PS2,post-2010,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,79.0,7.0,7.5,12.0,Others,E
Cool Boarders 2001,PS2,post-2010,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,78.0,16.0,7.0,371.3333333333333,Others,E
Hell's Kitchen: The Game,Wii,post-2010,Simulation,Ubisoft,0.3,0.0,0.0,0.03,0.33,91.0,80.0,8.366666666666667,1774.0,missing,missing
Classic NES Series: Castlevania,Others,post-2010,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,Konami,E
Scooby-Doo! First Frights,PS2,post-2010,Action,Others,0.14,0.03,0.0,0.16,0.33,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Fight Night Round 3,XB,post-2010,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,0.33,83.0,32.0,9.0,21.0,Others,T
GT Advance Championship Racing,Others,post-2010,Racing,THQ,0.24,0.09,0.0,0.01,0.33,82.0,10.0,7.666666666666667,9.666666666666666,Others,E
Way of the Samurai 2,PS2,post-2010,Action,Others,0.05,0.04,0.23,0.01,0.33,59.0,32.0,9.0,24.0,Others,M
Planet Puzzle League,DS,post-2010,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,Others,E
BattleTanx,Others,pre_2000s,Action,Others,0.26,0.06,0.0,0.0,0.33,83.0,13.333333333333334,8.5,193.0,missing,missing
Custom Robo,Others,post-2010,Role-Playing,Nintendo,0.0,0.0,0.29,0.04,0.33,68.96767850559173,26.360820941378886,7.125046113306982,162.22990777338603,missing,missing
Naruto: Rise of a Ninja,X360,post-2010,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,Ubisoft Montreal,T
Cabela's Dangerous Hunts 2011,PS3,post-2010,Sports,Activision,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,Others,T
Hatsune Miku: Project Diva Extend,PSP,post-2010,Misc,Sega,0.0,0.0,0.33,0.0,0.33,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Pitfall 3D: Beyond the Jungle,PS,pre_2000s,Platform,Activision,0.18,0.12,0.0,0.02,0.33,83.0,13.333333333333334,8.5,193.0,missing,missing
Disgaea 2: Cursed Memories,PS2,post-2010,Role-Playing,Others,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,Others,T
Clock Tower 3,PS2,post-2010,Adventure,Others,0.1,0.08,0.12,0.03,0.33,69.0,28.0,7.6,38.0,Others,M
Battle Dodge Ball,Others,pre_2000s,Sports,Others,0.0,0.0,0.33,0.0,0.33,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
Etrian Odyssey,DS,post-2010,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,Others,T
Call Of Duty 2: Big Red One,Others,post-2010,Shooter,Activision,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,Others,T
Dragon Ball Z: Extreme Butoden,Others,post-2010,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Others,T
Night at the Museum: Battle of the Smithsonian,Wii,post-2010,Action,Others,0.17,0.13,0.0,0.03,0.33,54.0,8.0,7.699999999999999,8.333333333333334,Others,E10+
Disgaea: Hour of Darkness,PS2,post-2010,Role-Playing,Others,0.16,0.13,0.0,0.04,0.33,84.0,42.0,8.9,74.0,Others,T
NeoGeo Battle Coliseum,PS2,post-2010,Fighting,Others,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,Others,T
Resonance of Fate,X360,post-2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Others,T
Harry Potter and the Deathly Hallows - Part 2,Wii,post-2010,Action,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,Others,T
We Sing Deutsche Hits,Wii,post-2010,Misc,Others,0.0,0.29,0.0,0.04,0.33,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
SpongeBob SquarePants: Creature from the Krusty Krab,Others,post-2010,Platform,THQ,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0,Others,E
MLB 08: The Show,PSP,post-2010,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,Others,E
Parodius,PS,pre_2000s,Shooter,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33,85.0,10.333333333333334,7.466666666666666,300.6666666666667,missing,missing
The X-Factor,Wii,post-2010,Misc,Others,0.0,0.28,0.0,0.04,0.33,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Spy Kids 3-D: Game Over,Others,post-2010,Platform,Others,0.24,0.09,0.0,0.01,0.33,62.0,4.0,7.7,6.0,Others,E
Sakura Wars 3: Paris wa Moeteiru ka,Others,post-2010,Adventure,Sega,0.0,0.0,0.33,0.0,0.33,93.66666666666667,49.0,8.766666666666666,762.6666666666666,missing,missing
Capcom Classics Collection Reloaded,PSP,post-2010,Misc,Others,0.26,0.0,0.03,0.03,0.33,75.0,27.0,7.1000000000000005,5.666666666666667,Others,T
NCAA GameBreaker 2001,PS,2000-2010,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.33,69.0,9.0,8.299999999999999,18.333333333333332,Others,E
Power Rangers: Ninja Storm,Others,post-2010,Misc,THQ,0.24,0.09,0.0,0.01,0.33,55.0,4.0,7.8,6.0,Others,E
Naruto: Gekito Ninja Taisen! 4,Others,post-2010,Fighting,Others,0.0,0.0,0.32,0.01,0.33,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Medal of Honor: Warfighter,PC,post-2010,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,Others,M
Kidou Senshi Gundam F91: Formula Senki 0122,Others,pre_2000s,Strategy,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
MVP Baseball 2005,Others,post-2010,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,EA Sports,E
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,post-2010,Misc,Others,0.0,0.0,0.33,0.0,0.33,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
SSX Blur,Wii,post-2010,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,Others,E
DX Game of Life 2,PS,pre_2000s,Misc,Others,0.0,0.0,0.31,0.02,0.33,91.0,16.333333333333332,9.0,1527.0,missing,missing
Danganronpa: Trigger Happy Havoc,Others,post-2010,Misc,Others,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,Others,M
NBA Live 96,PS,pre_2000s,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Harry Potter and the Half-Blood Prince,PS3,post-2010,Action,Electronic Arts,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,Others,E10+
Alien: Isolation,PS3,post-2010,Shooter,Sega,0.12,0.16,0.0,0.05,0.33,58.666666666666664,4.666666666666667,8.3,111.0,Others,M
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,post-2010,Action,Others,0.0,0.0,0.33,0.0,0.33,76.0,51.333333333333336,7.3,1458.3333333333333,missing,missing
Teen Titans,Others,post-2010,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,Others,E10+
Def Jam Rapstar,Wii,post-2010,Misc,Konami Digital Entertainment,0.29,0.02,0.0,0.02,0.33,65.0,5.0,5.833333333333333,22.0,Others,T
MX vs. ATV Untamed,Wii,post-2010,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,Others,E
Frogger II: Threeedeep!,Others,pre_2000s,Action,Others,0.31,0.02,0.0,0.0,0.33,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Binary Domain,PS3,post-2010,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,Others,M
NBA Live 06,Others,post-2010,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,76.0,14.0,7.766666666666667,34.333333333333336,EA Canada,E
Fireball,Others,pre_2000s,Action,Others,0.3,0.02,0.0,0.0,0.33,69.33333333333333,42.666666666666664,5.3999999999999995,2129.0,missing,missing
Dr. Mario / Puzzle League,Others,post-2010,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74.0,14.0,7.166666666666667,11.666666666666666,Others,E
Family Party: 90 Great Games Party Pack,Wii,post-2010,Misc,Others,0.31,0.0,0.0,0.02,0.33,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E10+
DECA Sports Freedom,X360,post-2010,Sports,Others,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,Others,E10+
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,pre_2000s,Fighting,Others,0.0,0.0,0.3,0.02,0.33,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
NBA 2K10,PSP,post-2010,Sports,Others,0.3,0.0,0.0,0.03,0.33,58.666666666666664,7.666666666666667,8.1,13.0,Others,E
Major League Baseball 2K6,XB,post-2010,Sports,Others,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,Others,E
Golden Axe: Beast Rider,X360,post-2010,Action,Sega,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,Others,M
Pinball Hall of Fame: The Gottlieb Collection,PS2,post-2010,Misc,Others,0.16,0.12,0.0,0.04,0.33,88.66666666666667,64.33333333333333,8.700000000000001,664.0,missing,missing
EA Playground,DS,post-2010,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,Others,E
Buzz! The Ultimate Music Quiz,PS3,post-2010,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.33,78.66666666666667,64.0,6.333333333333333,884.6666666666666,missing,missing
Discovery Kids: Puppy Playtime,DS,post-2010,Simulation,Others,0.3,0.0,0.0,0.02,0.33,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
The Witcher: Enhanced Edition,PC,post-2010,Role-Playing,Others,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1660.0,Others,M
Teenage Mutant Ninja Turtles 2: Battle Nexus,Others,post-2010,Action,Konami Digital Entertainment,0.23,0.09,0.0,0.01,0.32,65.0,9.0,7.966666666666666,10.0,Konami,E
Nicktoons: Movin',PS2,post-2010,Action,THQ,0.16,0.12,0.0,0.04,0.32,88.66666666666667,64.33333333333333,8.700000000000001,664.0,Others,E
Mystery Case Files: The Malgrave Incident,Wii,post-2010,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,Others,E
Chicken Riot,Wii,post-2010,Action,Others,0.14,0.15,0.0,0.03,0.32,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,T
One Piece: Romance Dawn - Bouken no Yoake,PSP,post-2010,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,81.33333333333333,54.666666666666664,5.766666666666667,1200.6666666666667,missing,missing
Might & Magic Heroes VI,PC,post-2010,Role-Playing,Ubisoft,0.13,0.14,0.0,0.05,0.32,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
Iron Man 2,Wii,post-2010,Action,Sega,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,Others,T
SWAT: Global Strike Team,PS2,post-2010,Shooter,Others,0.16,0.12,0.0,0.04,0.32,69.0,21.0,7.8,16.0,Others,M
NCAA Basketball 10,X360,post-2010,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,75.0,22.0,7.699999999999999,8.333333333333334,EA Canada,E
Championship Bass,PS,pre_2000s,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
The Adventures of Tintin: The Game,Wii,post-2010,Action,Ubisoft,0.12,0.16,0.0,0.04,0.32,55.0,5.666666666666667,5.7,6.0,Others,E10+
Battlestations: Pacific,X360,post-2010,Strategy,Others,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,Others,T
Elebits,Wii,post-2010,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,Konami,E
Style Lab: Jewelry Design,DS,post-2010,Simulation,Ubisoft,0.3,0.0,0.0,0.02,0.32,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Ubisoft,E
Def Jam Rapstar,PS3,post-2010,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,Others,T
Hatsune Miku: Project Mirai DX,Others,post-2010,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,Others,E10+
Just Dance 2016,Others,post-2010,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,E10+
Golden Axe: Beast Rider,PS3,post-2010,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,Others,M
Dead Space 2,PC,post-2010,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,Others,M
NHL Breakaway 98,Others,pre_2000s,Sports,Others,0.3,0.02,0.0,0.0,0.32,83.0,13.333333333333334,8.5,193.0,missing,missing
Momotarou Dentetsu 20-Shuunen,DS,post-2010,Misc,Others,0.0,0.0,0.32,0.0,0.32,91.0,80.0,8.366666666666667,1774.0,missing,missing
Bratz: Girlz Really Rock,DS,post-2010,Action,THQ,0.18,0.11,0.0,0.03,0.32,91.0,80.0,8.366666666666667,1774.0,Others,E
Minute to Win It,X360,post-2010,Misc,Others,0.3,0.0,0.0,0.02,0.32,83.33333333333333,45.0,4.8,4654.333333333333,Others,E
Kinetica,PS2,post-2010,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,Others,T
The Black Eyed Peas Experience,X360,post-2010,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,Others,T
NBA Street V3,XB,post-2010,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,EA Canada,E
Bust-A-Move '99,PS,pre_2000s,Puzzle,Others,0.18,0.12,0.0,0.02,0.32,91.0,16.333333333333332,9.0,1527.0,missing,missing
Dragon Quest Monsters 1·2,PS,post-2010,Role-Playing,Others,0.0,0.0,0.3,0.02,0.32,91.66666666666667,50.666666666666664,8.6,434.6666666666667,missing,missing
Marvel: Ultimate Alliance 2,Wii,post-2010,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,Others,T
Remember Me,PS3,post-2010,Action,Others,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,Others,M
Silent Hill: Downpour,X360,post-2010,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,Konami,M
OverBlood,PS,pre_2000s,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32,90.33333333333333,9.666666666666666,8.833333333333334,171.66666666666666,missing,missing
Dead Rising 2: Off the Record,PS3,post-2010,Action,Others,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,Others,M
ESPN X-Games Pro Boarder,PS,pre_2000s,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,91.0,16.333333333333332,9.0,1527.0,missing,missing
Dragon Ball: XenoVerse,Others,post-2010,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,Others,T
Eternal Sonata,X360,post-2010,Role-Playing,Others,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,Others,T
Harvest Moon: Back to Nature,PS,pre_2000s,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,Others,E
Dead or Alive 5,X360,post-2010,Fighting,Others,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,Others,M
Naruto: Ultimate Ninja (JP sales),PS2,post-2010,Fighting,Others,0.0,0.0,0.32,0.0,0.32,77.66666666666667,31.666666666666668,7.8999999999999995,97.66666666666667,missing,missing
Final Fantasy XI,PS2,post-2010,Role-Playing,Others,0.08,0.06,0.15,0.02,0.32,85.0,49.0,6.9,66.0,Others,T
Dragon Ball Heroes: Ultimate Mission 2 ,Others,post-2010,Strategy,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,84.33333333333333,80.33333333333333,6.433333333333334,2833.3333333333335,missing,missing
Overlord II,X360,post-2010,Action,Others,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,Others,T
Madden NFL 09,DS,post-2010,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,58.666666666666664,11.666666666666666,7.8,4.0,Others,E
Dance Dance Revolution Universe,X360,post-2010,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,74.0,26.0,8.8,5.0,Konami,E10+
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,post-2010,Action,Others,0.16,0.12,0.0,0.04,0.32,91.0,80.0,8.366666666666667,1774.0,missing,missing
Batman: Arkham Asylum,PC,post-2010,Action,Others,0.0,0.28,0.0,0.05,0.32,91.0,29.0,8.7,1736.0,Others,T
"Warhammer 40,000: Squad Command",PSP,post-2010,Strategy,THQ,0.11,0.13,0.0,0.08,0.32,67.0,25.0,7.6,26.0,Others,T
Darkwatch,PS2,post-2010,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,74.0,37.0,8.4,42.0,Others,M
Tony Hawk's American Wasteland,X360,post-2010,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,Others,T
Beautiful Katamari,X360,post-2010,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,Others,E
Ben 10 Ultimate Alien: Cosmic Destruction,DS,post-2010,Platform,Others,0.22,0.08,0.0,0.03,0.32,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E10+
Pony Friends 2,DS,post-2010,Simulation,Others,0.21,0.09,0.0,0.03,0.32,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
My Baby: First Steps,DS,post-2010,Simulation,Others,0.27,0.03,0.0,0.02,0.32,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E
Prince of Persia: The Sands of Time,Others,post-2010,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,Ubisoft,T
Harry Potter and the Deathly Hallows - Part 2,PS3,post-2010,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,Others,T
Sky Odyssey,PS2,2000-2010,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,Others,E
Nagano Winter Olympics 98,Others,pre_2000s,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32,91.0,16.333333333333332,9.0,1527.0,missing,missing
Rayman 2: The Great Escape,PS,2000-2010,Platform,Ubisoft,0.18,0.12,0.0,0.02,0.32,90.0,20.666666666666668,8.733333333333333,367.6666666666667,missing,missing
Just Dance 2016,X360,post-2010,Misc,Ubisoft,0.23,0.05,0.0,0.03,0.32,67.0,9.666666666666666,6.0,5.0,Ubisoft,E10+
Kirby's Block Ball,Others,pre_2000s,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
World of Warcraft: Legion,PC,post-2010,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,Others,T
Hatsune Miku: Project Diva F 2nd,Others,post-2010,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,Others,T
Bleach: Shattered Blade,Wii,post-2010,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,Others,T
FIFA Street 3,PS3,post-2010,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.9,19.0,EA Canada,E
Fortress,Others,post-2010,Action,Others,0.23,0.08,0.0,0.01,0.32,64.0,15.0,7.599999999999999,18.0,Others,E
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,post-2010,Adventure,Others,0.17,0.12,0.0,0.03,0.32,78.66666666666667,64.0,6.333333333333333,884.6666666666666,Others,E
FIFA 2001 Major League Soccer,PS,2000-2010,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,EA Sports,E
Operation Flashpoint: Red River,PS3,post-2010,Shooter,Others,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,Others,M
Power Rangers Samurai,Wii,post-2010,Action,Namco Bandai Games,0.27,0.02,0.0,0.02,0.32,45.0,4.0,6.033333333333334,12.0,Others,E10+
Karaoke Revolution Presents American Idol Encore 2,Wii,post-2010,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,91.0,80.0,8.366666666666667,1774.0,Others,E10+
DiRT 2,PSP,post-2010,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,Others,E10+
Rally Cross,PS,pre_2000s,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,91.0,16.333333333333332,9.0,1527.0,missing,missing
Frogger's Adventures: The Rescue,PS2,post-2010,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,Konami,E
Silent Hill HD Collection,PS3,post-2010,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,Others,M
Extreme Pinball,PS,pre_2000s,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
Singularity,X360,post-2010,Shooter,Others,0.24,0.05,0.0,0.02,0.32,76.0,70.0,7.7,169.0,Others,M
Karaoke Revolution Volume 3,PS2,post-2010,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,Others,E
Vin Diesel: Wheelman,PS3,post-2010,Racing,Ubisoft,0.12,0.14,0.0,0.05,0.32,82.33333333333333,62.0,7.933333333333333,279.3333333333333,missing,missing
Army of Two: The 40th Day,PSP,post-2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6.0,32.0,Others,M
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,post-2010,Simulation,Others,0.0,0.0,0.32,0.0,0.32,93.66666666666667,49.0,8.766666666666666,762.6666666666666,missing,missing
Street Fighter Alpha 2,Others,pre_2000s,Fighting,Others,0.0,0.0,0.32,0.0,0.32,89.66666666666667,12.0,7.833333333333333,301.0,missing,missing
Persona 4: Dancing All Night,Others,post-2010,Misc,Others,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,Others,T
"Carnival Games: Monkey See, Monkey Do!",X360,post-2010,Misc,Others,0.14,0.15,0.0,0.03,0.32,83.33333333333333,45.0,4.8,4654.333333333333,missing,missing
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,pre_2000s,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.02,0.32,90.0,23.0,8.566666666666668,285.6666666666667,missing,missing
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,Others,post-2010,Misc,Others,0.23,0.08,0.0,0.01,0.32,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Ultimate Fighting Championship: Throwdown,PS2,post-2010,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8.0,8.0,Others,T
Wipeout 2,Wii,post-2010,Misc,Activision,0.3,0.0,0.0,0.02,0.32,83.33333333333333,45.0,4.8,4654.333333333333,Others,E10+
SpongeBob SquarePants: Double Pack,Others,post-2010,Platform,THQ,0.23,0.08,0.0,0.01,0.32,88.33333333333333,62.0,8.299999999999999,385.6666666666667,missing,missing
Tetris 2 + Bombliss,Others,pre_2000s,Puzzle,Others,0.0,0.0,0.32,0.0,0.32,72.66666666666667,41.0,5.566666666666666,2124.0,missing,missing
Disney's Extreme Skate Adventure,PS2,post-2010,Sports,Activision,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.3,12.0,Others,E
Rock Band Country Track Pack,PS2,post-2010,Misc,Others,0.16,0.12,0.0,0.04,0.32,82.33333333333333,62.0,7.933333333333333,279.3333333333333,Others,E10+
